keyword_set,kw_id,kw_label_en,n_pairs,tp,tn,fp,fn,support_pos,support_neg,precision,recall,f1
k,197,Rome,27792,180,22082,5326,204,384.0,27408.0,0.03269160915365056,0.46875,0.06112054329371817
k,107,Liberation from nazi-fascism,27792,197,22140,5316,139,336.0,27456.0,0.035733720297478684,0.5863095238095238,0.06736194221234398
k,126,school,27792,355,22226,5182,29,384.0,27408.0,0.06411414123171393,0.9244791666666666,0.11991217699712887
k,105,music,27792,137,22539,5109,7,144.0,27648.0,0.02611513534121235,0.9513888888888888,0.05083487940630797
k,161,impossible loves,27792,58,22618,5030,86,144.0,27648.0,0.01139937106918239,0.4027777777777778,0.02217125382262997
k,41,depression,27792,174,22644,4908,66,240.0,27552.0,0.03423848878394333,0.725,0.06538895152198422
k,15,politics,27792,1070,21237,4827,658,1728.0,26064.0,0.1814481939969476,0.6192129629629629,0.28065573770491803
k,229,brothers,27792,135,22783,4817,57,192.0,27600.0,0.027261712439418415,0.703125,0.05248833592534992
k,125,religion,27792,196,22990,4562,44,240.0,27552.0,0.04119377889869693,0.8166666666666667,0.0784313725490196
k,214,death of the husband,27792,67,23154,4542,29,96.0,27696.0,0.014536775873291387,0.6979166666666666,0.028480340063761954
k,235,psychotropic medications,27792,88,23196,4500,8,96.0,27696.0,0.01918047079337402,0.9166666666666666,0.03757472245943638
k,75,silent cinema,27792,146,23128,4424,94,240.0,27552.0,0.03194748358862144,0.6083333333333333,0.0607068607068607
k,88,flowers,27792,63,23325,4371,33,96.0,27696.0,0.014208389715832206,0.65625,0.027814569536423844
k,28,festival,27792,238,23147,4309,98,336.0,27456.0,0.05234220365075874,0.7083333333333334,0.09748105672742169
k,133,sea,27792,114,23380,4268,30,144.0,27648.0,0.02601551802829758,0.7916666666666666,0.05037560760053027
k,156,entry into parliamentary politics,27792,126,23381,4267,18,144.0,27648.0,0.028681994081493283,0.875,0.055543310557637206
k,115,drugs,27792,157,23346,4206,83,240.0,27552.0,0.035984414393765755,0.6541666666666667,0.06821638062133391
k,89,alcohol,27792,57,23580,4116,39,96.0,27696.0,0.013659237958303379,0.59375,0.026704146170063246
k,184,garden,27792,134,23585,4063,10,144.0,27648.0,0.03192756730998332,0.9305555555555556,0.0617369269753513
k,143,death of the mother,27792,303,23513,3943,33,336.0,27456.0,0.07136128120584079,0.9017857142857143,0.13225665648188564
k,158,church,27792,90,23837,3859,6,96.0,27696.0,0.02279057989364396,0.9375,0.044499381953028425
k,0,profession of the actress,27792,7304,10466,3790,6232,13536.0,14256.0,0.6583738957995313,0.539598108747045,0.5930978481526594
k,167,death of the Father,27792,180,23855,3745,12,192.0,27600.0,0.045859872611464965,0.9375,0.08744231236337138
k,31,food,27792,530,23589,3579,94,624.0,27168.0,0.12898515453881723,0.8493589743589743,0.22395943376294106
k,34,bath,27792,58,24150,3546,38,96.0,27696.0,0.01609322974472808,0.6041666666666666,0.03135135135135135
k,106,abortion,27792,192,24308,3196,96,288.0,27504.0,0.05667060212514758,0.6666666666666666,0.10446137105549509
k,67,trees,27792,107,24730,2918,37,144.0,27648.0,0.035371900826446284,0.7430555555555556,0.06752918901861787
k,178,wild animals,27792,104,25062,2586,40,144.0,27648.0,0.038661710037174724,0.7222222222222222,0.07339449541284404
k,169,kitchen,27792,175,25097,2455,65,240.0,27552.0,0.06653992395437262,0.7291666666666666,0.12195121951219513
k,72,pets,27792,161,25208,2344,79,240.0,27552.0,0.06427145708582835,0.6708333333333333,0.11730418943533698
k,239,referendum on divorce,27792,113,25288,2312,79,192.0,27600.0,0.046597938144329894,0.5885416666666666,0.08635842567825755
k,111,second world war,27792,904,23243,2293,1352,2256.0,25536.0,0.28276509227400687,0.40070921985815605,0.3315606088391711
k,74,cosmetic surgery,27792,58,25535,2161,38,96.0,27696.0,0.026137899954934655,0.6041666666666666,0.05010799136069115
k,206,first world war,27792,60,25484,2116,132,192.0,27600.0,0.027573529411764705,0.3125,0.05067567567567568
k,253,referendum on abortion,27792,47,25695,2001,49,96.0,27696.0,0.02294921875,0.4895833333333333,0.043843283582089554
k,166,death of Marilyn Monroe,27792,128,25954,1694,16,144.0,27648.0,0.07025246981339188,0.8888888888888888,0.13021363173957276
